BIERMANN, PL
LIGNIERES, F
COHEN, SH
CALIFANO, F
MANGENEY, A
SILBERMANN, KSNA
SEIGAR, M
LEE, U
YOCK, P
PASQUALI, A
HILLIER, DJ
ARQUEROS, F
PUZIA, TH
BRODIE, MKJP
BAUTISTA, M
BRAINERD, COWTG
PASTORIZA, MG
FERRARI, F
PARIKH, A
LEINHARDT, ZM
JESSOP, NE
VOSHCHINNIKOV, NV
SEMENOV, DA
MATHIS, JS
ILIN, VB
MICHEL, B
FARAFONOV, VG
WETH, C
REES, TKMJ
MILLER, NA
VIGNATI, P
MOURI, H
HONG, BH
PHILIPP, S
TUFFS, RJ
MEZGER, PG
BEUST, H
FELDMAN, PD
MCGRATH, M
WYATT, MC
DERMOTT, SF
GROGAN, K
HOLMES, EK
GALARZA, VC
HARTNOLL, SA
PERRIN, MN
FERNANDES, J
PEDANI, M
GRUEFF, G
FENIMORE, E
A, O
INNOCENTI, SD
EKE, V
WRIGHT, GEL
TOMIMATSU, A
TRAN, QD
LOBEL, A
SCHMIDT, MR
GROOT, MD
VALENTINE, HEM
COLBERT, E
CARLSON, BR
BURGESS, TA
CASORSO, RV
PETRACHENKO, WT
CANNON, WH
KIRILOVA, DP
MCMAHON, LLCRG
VECCHI, A
MACIEL, W
HENDRY, M
FENG, L
KLAEHN, T
MORALES, C
OROZCO, V
COBB, J
ROESER, H
LYNAM, PD
HABING, H
HELFAND, D
WILMER, CNA
MAIA, M
REIPRICH, TH
ROSA, AD
YOST, SA
UEMIZU, K
WATABE, T
WADA, T
DAVOUDI, J
RASTEGAR, AR
TABAR, MRR
NIEUWENHUIZEN, TM
GERGELY, LA
PERJES, ZI
VASUTH, M
HOLDEN, DJ
COMER, GL
LIN, LM
KLING, TP
NEWMAN, ET
BENTO, L
SILAGADZE, ZK
BLOCK, MM
GERMAN, G
ROSS, G
RANGARAJAN, R
HE, X
BARTOLO, N
YASUHIRA, M
JANK, J
GOERRES, J
IBRAGIMOVA, TV
KALIKHOV, AV
GAVRIN, VN
SHIKHIN, AA
YANTS, VE
ZABORSKY, OS
DAVIES, R
HAYNES, R
LEE, D
CONTENT, R
DODSWORTH, G
LEWIS, I
SHARPLES, R
WEBSTER, J
RIX, BAMHW
KOLLATH, JRBZ
ROBB, RM
JOFFRE, M
JOHNSTON, D
NICHOL, B
SHELDON, E
CANTALOUPO, C
PETERSON, J
POGGE, PMRW
JEONG, H
MACFADYEN, AI
SCHMITT, JHMM
HESSMAN, FV
NICKLAS, H
WILLS, KA
ASIAIN, R
ZSCHIESCHE, D
LEE, G
CZOSKE, O
CUILLANDRE, J
WILLIAMS, BA
SPERGEL, DMGDN
DELLAVALLE, M
ZANIN, C
YORK, D
NAKATA, F
ACREMAN, DM
GANSICKE, BT
CARSON, TR
MUNOZ, J
WITTE, MG
SANZ, NBJL
RICHARDS, KIKEA
MAJUMDAR, S
CHEN, CHR
LAI, S
SILVERSTONE, MD
H, IC
MAYEN, C
ALVAREZ, MA
PORTAL, MS
WOLF, J
BALMFORTH, NJ
KIRKOVE, M
BRIOT, C
ISHIDA, CM
RASIO, F
TAIJI, JMM
LEE, SM
GIZANI, NAB
KAWATA, D
BOTHUN, KOG
SEBO, K
NORDSIECK, KH
GIBSON, SJ
HARRIS, WM
REUNANEN, J
M, JH
K, W
SENNELS, T
OGNEV, IS
SZABO, G
SARNECZKY, K
RIDGWAY, S
WAGNER, DJ
XIE, X
MCINTYRE, VJ
AMENOMORI, M
CHOI, C
DMELLOW, K
TULLY, B
CARRASCO, E
HAU, G
DOELEMAN, S
MOLIKAWA, K
YOUNG, A
HAINES, P
CARTIN, D
SHARPE, J
SCHMOLT, I
MALM, TM
MURPHY, MT
CELIDONIO, G
CIOLO, LD
REBECCHI, S
RICCI, R
SMITH, M
STANKE, T
ASSOUAD, P
TALON, CCS
ZIRM, A
GUDEHUS, DH
PRIEDHORSKY, B
NOMURA, H
SIMONSEN, JT
NELSON, CA
DEINEKA, GB
BEASLEY, MA
ZAMANOV, RK
MARTIN, PA
BARNARD, R
FERRARA, EC
JANG, M
MILLER, HR
SCLAVI, S
ANTONUCCI, RRJ
MURPHY, TW
KIGER, JR
ABDELSALAM, H
BARGER, LLCAJ
CERIANI, L
KLEIJN, GAV
LOPEZ, JA
SUGERMAN, B
CRAMER, JG
ELLIOTT, SR
ZAGER, E
ZAGER, EL
LORD, JJ
BAUER, FE
ZOBAIR, S
TOKUHISA, A
MENNESSIER, RAMO
KRUEGEL, E
CARNEY, B
ALMEIDA, LD
LIEGE, CS
BURGIN, MS
CHALABAEV, A
PROUTON, OR
KEMPNER, JC
STEPANOV, SS
WYNN, ARKGA
SHIBATSUKA, T
MATSUSHITA, S
BRAEUNINGER, H
BRIEL, U
GRUBER, R
HARTNER, G
PFEFFERMANN, E
ROSSO, C
ZIMMERMANN, H
IWASA, N
BOUE, F
SUROWKA, G
SUEMMERER, K
BAUMANN, T
BLANK, B
CZAJKOWSKI, S
FORSTER, A
GEISSEL, H
GROSSE, E
HELLSTROM, M
KOCZON, P
KOHLMEYER, B
KULESSA, R
LAUE, F
MARCHAND, C
OESCHLER, H
PRAVIKOFF, MS
SCHWAB, E
SCHWAB, W
SENGER, P
SPEER, J
STURM, C
SUROWIEC, A
TERANISHI, T
UHLIG, F
WAGNER, A
WALUS, W
BERTULANI, CA
NAKARIAKOV, VM
MENDOZABRICENO, CA
S, MHI
HUANG, W
UMEMOTO, T
MIKAMI, H
YAMAMOTO, S
HIRANO, N
FABRIZIO, LD
WILLIAMS, RJ
SEGRANSAN, D
BECK, F
TOKOVINI, A
MAKAROV, DI
PAGANI, L
LOINARD, L
KAJISAWA, M
MELANDRI, F
MARRERO, I
ROTH, M
PONTOPPIDAN, KM
SUGIZAKI, M
JARRETT, T
KNACKE, RF
PRATO, L
HARTMANN, LW
MCELWAIN, MW
BONAVENTURA, NR
WALKER, RC
ROMNEY, JD
PAOLILLO, M
PUDDU, E
PIRANOMONTE, S
FILIPPIS, ED
WHITNEY, JH
MONIN, J
MENARD, F
VAVREK, R
PALEN, S
FIX, JD
IWATA, I
OKUMURA, S
GALLOWAY, DK
GILES, AB
STOREY, MC
TITOV, VS
DEMOULIN, P
HORNIG, G
DAVIES, J
ALTON, P
WHEATON, V
RANKIN, JM
BARNABY, D
HARPER, DA
LOEWENSTEIN, RF
GRAY, JP
MORENO, JAGE
MELTZER, J
IYUDIN, AF
BARRENA, EMVMSAEEFAOMSDALGMRR
SIMON, M
MYRRHA, MLM
VAZ, LPR
CHURCHILL, C
HERBST, W
CURRAN, G
CHARY, RR
TEAM, TX
BIASINI, M
FIANDRINI, E
PETRAKIS, J
DONEA, AC
BRILEY, M
BLUM, S
KRAUS, U
LAWS, C
BUOTE, D
NORBURY, M
KARIDIS, A
REYNIERS, M
LEEUWIN, F
SABATINI, S
DJORGOVSKI, G
NUFER, R
BALTENSPERGER, W
WOELFLI, W
MONTEIRO, H
MORISSET, C
MAYRA, O
SUSANA, L
PAOLA, D
BOOGERT, ACA
EHRENFREUND, P
SCHUTTE, WA
PRUSTI, T
PRUGNIEL, G
MAUBON, P
BEIJERSBERGEN, M
SIMIS, Y
DOMINIK, C
ICKE, V
REALE, F
PEREZMONTERO, E
TIKHONOV, N
RICHER, JS
GIORGIO, AMD
RUIZ, GA
DIAZ, FJ
PANEI, JA
BOURKE, T
HYLAND, AR
ROBINSON, G
LUHMAN, K
SAXTON, CJ
LASSERRE, T
DEETJEN, JL
LISEWSKI, AM
KORANYI, DM
ATHREYA, R
AURELL, E
FANELLI, D
MURATOREGINANNESCHI, P
PIETRI, RD
OREILLY, R
ADLER, RJ
SCHMIDT, BG
ALFARO, J
MORALESTECOTL, HA
URRUTIA, LF
LARSON, SL
HISCOCK, WA
ASTONE, P
GAGO, AM
FUNCHAL, RZ
CHODOS, A
COOPER, F
MAO, W
VINIEGRA, F
TYE, SHH
IYER, S
PICCINELLI, G
POSPELOV, M
GORDON, C
WIEGMANN, PB
ELLWANGER, U
GIBBONS, GW
REALL, HS
ROSENSTEEL, G
TROUPE, J
BERTSCH, G
BRINKMANN, NKW
MANICKAM, SG
KARLSSON, B
BAKER, AJ
HARRINGTON, JP
MARCO, O
IDETA, M
LONGHETTI, M
RAMPAZZO, CCR
HANAMI, H
NAGAO, T
GAJDOSIK, M
KOCIFAJ, M
DANTONA, F
ZEPPIERI, A
AL, GCPE
MCGILLIVRAY, HT
KUDRITZKI, R
YOUNG, CH
MCMILLAN, SPZS
BECKER, GD
FRIEDLI, FCD
GUERRIERO, RA
BRANDL, B
JANSEN, RA
MOON, YJ
PARK, YD
YUN, HS
CHO, EA
CHOE, GS
MICKEY, DL
CASTROCARRIZO, A
CONTRERAS, CS
ZWEIGLE, J
LONDRILLO, P
ZANNA, LD
CALOI, V
CARDINI, D
BADIALI, M
EMANUELE, A
STEWART, SG
BYRD, GG
CHENG, KP
BLANTON, EL
WIEPRECHT, E
RADHAKRISHNAN, V
SULLIVAN, M
NAPOLITANO, N
ERACLEOUS, MC
HILL, KM
LAGAGE, P
BOWEN, MPSECCSAESDV
BALKANOV, V
MAKAROVA, L
RECCHI, S
SHAPLEY, AE
NORDLUND, PPEZA
AIUDI, R
JONES, P
ANDREDAKIS, Y
AYAL, S
OECHSLIN, R
RAWLINGS, KBS
PERLEY, NKR
QUILLEN, A
DADDI, E
A, HJ
MEGEATH, ST
TIEFTRUNK, AR
SOMERS, MW
ALVES, DA
MARGONINER, VE
AUGUSTO, P
PORQUET, MG
BLOYET, D
BONGIRAUD, JP
DOLABDJIAN, C
THIEC, PL
SONG, C
CAO, Z
OLIVEIRA, MRD
HETTLAGE, C
CASSARO, P
ZAPPALA, RA
HANLAN, PC
MCWILLIAM, A
MANDUSHEV, GI
NAIK, MV
DCOSTA, SL
VERMA, DKORP
BERNSTEIN, JJDRA
WEBER, L
CONFINO, B
PEPE, F
SANTOS, N
COSTA, MSBGSD
SAHA, SK
SAINI, TD
BENSON, A
FUCHS, Y
CESARSKY, DA
SINGH, S
JENKINS, JA
CREECHEAKMAN, MJ
KIESSLING, MKH
KABURAKI, O
DOMINGUEZ, R
PUGET, GLJL
KURK, JD
CHAMBERS, JE
DELAMARTER, G
DROEGE, TF
GOMBERT, G
GUTZWILLER, M
ALBERTSON, C
BESER, N
MOLHANT, N
JOHNSON, H
FEULNER, G
SNIGULA, J
HILL, G
DINESCU, DI
JOHNSON, WY
OSTHEIMER, JC
BOWEN, D
SUDHEENDRA, G
CHANDRA, AU
CHINNAPPAN, V
YOSHIDA, YTM
BAES, M
PALACIOS, A
LEROY, F
PRIX, R
KOTOK, EV
NASELSKY, IP
TCIBULEV, P
VASILEV, EV
ROMAN, P
GUEST, S
OTT, S
ZHARIKOV, S
BOONE, LM
HEILES, C
NAGABHUSHANA, BS
ANANTH, AV
VENKATAKRISHNAN, P
POLULYAKH, VP
BEAN, R
DENNISON, B
KROGH, K
FAIRBAIRN, M
GOMEZ, D
RUDEN, SP
E, AA
G, GV
A, SA
ALLAHVERDYAN, AE
BORNE, K
WADA, LCK
BATES, JA
WHITMIRE, SE
CHANAME, J
GREGORI, G
GOULD, AP
NARAY, PJD
IAP, YM
MPE, YI
MARTOS, MA
HAIGH, NJ
KEMPER, F
ZHANG, HL
HAQUE, N
WESTIN, J
MANCHADO, A
MIRANDA, LF
VAZQUEZ, R
WISCONSINMADISON, RFGWU
U, JH
HOMEIER, N
WISCONSINMADISON, AKU
PARIJSKIJ, YN
SOBOLEVA, NS
TEMIROVA, AV
PROMISLOV, VG
ALAKOZ, AV
WINNBERG, A
BERTHOMIEU, JPAG
NOEVER, DA
PHILLIPS, JA
JERMAN, G
MYSZKA, E
MENNICKENT, RE
GIEREN, W
UNDA, E
SUBR, L
SHARINA, ME
KARACHENTSEVA, VE
SEIBERT, M
ARTYMOWICZ, P
MANDOLESI, R
HENRY, T
FRANZ, O
WASSERMAN, L
MOLENDI, SDGS
VARADI, F
BERTELLO, L
HENNEY, CJ
SAJINA, A
KOLOTILOV, EA
IBRAGIMOV, MA
MCKINNON, WB
EKERS, J
BADIA, F
HIGDON, J
GASTAUD, GBR
PULS, J
LENNON, DJ
NAJARRO, E
HERRERO, A
PANCHENKO, I
CLAESKENS, JF
POSPIESZALSKASURDEJ, A
DETAL, A
LIVNE, E
RAKOWSKI, CE
NENKOVA, M
STEPHEN, JB
GONZALEZSERRANO, SFSJI
GOU, LJ
CARETTA, CA
NEWCOMB, MG
ALVAREZ, DL
CANTALUPO, CM
MORGAN, D
MILLER, KW
PERNIC, D
THOMA, M
PINTO, P
JAYARAJAN, AP
RAJAMOHON, R
RAO, PV
SUNDER, GS
SWAMINATHAN, R
LOKANADHAM, B
MORAN, CKJ
CHAVARRIA, C
KNEER, R
SOLANO, E
BARBERO, J
TALAVERA, A
STENHOLM, B
PODARIU, S
DOUVION, T
KARINO, S
ZACKRISSON, E
SINNIS, C
GORKAVYI, N
OZERNOY, L
MATHER, J
UGLESICH, R
WESSOLOWSKI, U
GAO, W
ZHANG, Z
MARTOCCHIA, A
ROMATRE, GMU
MAIA, JMF
OBATA, T
MARTINS, PJ
SALVINO, M
WINSTANLEY, E
ELZE, H
BUCKLEY, K
FUGLEBERG, T
ALFORD, M
BERGES, J
BUSZA, W
JAFFE, RL
SANDWEISS, J
CONSOLI, M
SIRINGO, F
SOLA, J
CAI, MJ
MATSUZAKI, M
QUERCI, FR
QUERCI, M
XILOURIS, K
VAZQUEZ, A
INAM, SC
DIAZ, R
CARRANZA, G
EDMONDS, P
BUTLER, D
KALASHEV, OE
KAUFMANN, R
GAZOL, A
ROTHBERG, B
HALL, MJ
SAWICKI, IL
KERR, T
CONN, BC
HENG, IS
OTOOLE, SJ
TEIXEIRA, TC
JACOB, AP
SCHOLZ, M
KAWAGUCHI, K
RIDGWAY, ST
VIARD, E
DELPLANCKE, F
SARRUBBI, T
BILLINGTON, I
PARFENOV, CV
LEWIS, MJ
BLUHM, H
MARGGRAF, O
BLAYLOCK, M
CORRADI, RML
PERINOTTO, AMM
SETO, O
KODAMA, H
TERADA, H
BAMBA, A
HERNANDEZMONTEAGUDO, C
AHN, E
MEDINATANCO, G
WARDZINSKI, G
G, D
PFAHL, ED
JOO, J
SOHN, Y
WALKER, A
NAKASHIMA, J
SADAKANE, K
NAKADA, Y
LANE, WM
ABUZAYYAD, T
BELOV, K
BIRD, DJ
BOYER, J
CHEN, GF
GIBBS, KG
HO, Y
HUANG, A
JUI, CC
KIDD, MJ
KNAPP, BC
MANNEL, EJ
MATTHEWS, JN
NITZ, DF
TANG, JKK
WIENCKE, LR
WILKINSON, CR
ZHANG, XZ
GRILLMAIR, LLSCJ
ALOY, M
AMATO, E
WOLTJER, L
OTSUKI, K
TAGOSHI, H
RAEDLER, KH
STODOLSKY, L
MOORE, A
TILLEMAN, T
ZOJCHESKI, G
CERF, C
KUEMMEL, MW
LEWIS, A
ARGAST, D
SAMLAND, M
DULLIGHAN, A
BONANOS, A
CNPQOBSERVATORIO, LDCA
BUSHOUSE, HA
KENNICUTT, WLFRC
WHITING, MT
BARTUNOV, O
MACCIO, A
SAFONOVA, MV
NICE, D
THORSETT, S
LITTLEFAIR, SP
GAY, P
EDWARDS, RT
SOMER, A
MACCARONE, T
SCHWARZ, D
CASASSUS, S
ROCHE, PF
LILLY, DCS
FREIRE, P
BARRETT, RK
CLARKSON, CA
WOOD, KS
FRITZ, G
KOWALSKI, M
LOVELLETTE, MN
WOLFF, MT
REILLY, K
PARKINSON, PS
MICHELSON, P
BEALL, J
LIU, JF
HAN, BZJL
HEARTY, T
FERNANDEZ, M
HAMBARYAN, V
TOMIMURA, N
CAMPOS, MD
NOGALES, JA
DURDA, DD
AKYLAS, A
FOUCHET, T
LELLOUCH, E
BUDINI, G
COCCO, V
LABANTI, C
LONGO, F
MORELLI, E
PEROTTI, F
PREST, M
SOLI, L
VALLAZZA, E
BEZARD, B
ENCRENAZ, T
DROSSART, P
RAMACHERS, Y
NEDIALKOV, P
VELTCHEV, T
GWINN, C
MCCULLOCH, P
MOFFET, D
FUER, SMVM
STAIRS, I
LEEBER, DM
TOMIMURA, NA
ZHANG, CM
VERKHODANOV, VO
BERSTEIN, G
N, ELM
WIZINOWICH, PL
ALAM, SMK
MACHIDA, M
CROCKER, RM
PARODI, BR
TAYLOR, ABPGB
RODRIGUEZGIL, P
MARTINEZPAIS, IG
PANUZZO, P
WU, XJ
KAPUSTA, J
GREENHOUSE, MA
BRADFORD, CM
BRAUHER, JR
MELNICK, G
HARVEY, V
SUTER, JP
STRELNITSKI, V
PENNY, A
JAMES, D
MORRIS, D
MCKAY, N
SHEPPARD, D
KONG, X
ROSSI, P
SACCHI, A
SIGURDSON, K
MATSUBARA, BSKY
FABRICANT, DG
DIOLAITI, E
BENDINELLI, O
BONACCINI, D
CLOSE, L
CURRIE, D
WATKINS, NW
ROWLANDS, G
HOUDASHELT, M
SCHOLBERG, K
GEBHARDT, CKK
LANZ, TM
LAMBERT, H
RICKETT, B
COLES, B
MARKKANEN, J
ROBERTSON, BE
TSUBOI, Y
GROSSO, N
JEONG, J
PONMAN, TP
BAUTZ, M
CAMERON, RA
VIRANI, SN
VRTILEK, J
WING, RF
LECAR, M
FREIRE, PC
VAINSHTEIN, SI
BOND, I
BUDDING, E
DANIEL, A
DOBCSANYI, P
FUJII, H
FUJII, Z
HEARNSHAW, J
KASAHARA, K
KILMARTIN, P
LAURENCE, S
NANKIVELL, G
RATTENBURY, N
RUMSEY, N
SULLIVAN, D
TSAI, C
ABRASSART, A
MERMILLIOD, J
FRANZETTI, P
COBLE, KA
PADMANABHAN, N
HYUNG, S
RAYNER, D
ASGEKAR, A
COLPI, SZM
MORONI, PGP
MANNING, C
DEGASPERIS, G
TROIA, GD
FARESE, P
GIACOMETTI, M
IACOANGELI, A
MIGLIO, L
MONTROY, T
PIACENTINI, F
SCARAMUZZI, F
BRUXELLES, NMVLD
BESKIN, G
BARNSTEDT, MGJ
ARTUSA, R
FARESE, PC
GIACOMMETTI, M
MASON, PV
BARTEL, N
CAPELATO, H
UMETSU, K
BRUSCOLI, M
HONY, S
ZAAL, PA
MARLBOROUGH, JM
MILLAR, CE
CASSE, F
REEVES, JN
POUNDS, K
CAMILO, FM
WHITEHOUSE, SB
DAVIS, R
BECKWITH, ANMRMSVW
PEACOCK, T
COURVOISIER, T
MALAGUTI, P
SCHMITT, J
APPS, SSVGWMRPBK
YUAN, Y
STOUTBATALHA, NM
BATALHA, CC
BASRI, GS
TOSAKI, T
KUNO, N
MINITTI, D
MILLS, A
BRIDGMAN, T
SHAKURA, N
RISSE, P
SCHWARZ, U
VOSS, HU
WARDINSKI, I
KURTHS, J
FOLLANA, E
ISHAK, M
MOURRA, J
STERN, J
TAKAHASHI, R
FIZIEV, PP
VOLKOV, G
ARMINJON, M
HOOGEN, RJVD
CHAICHIAN, M
MASOOD, SS
MONTONEN, C
MARTINEZ, AP
ROJAS, HP
SMIRNOV, A
WATARI, T
BRANCO, GC
REBELO, MN
SRIVASTAVA, AM
KHAKSHOURNIA, S
RUPAK, G
VARGA, K
YAFFE, LG
HOWELL, JH
TAN, A
DUNNE, BC
KAWANA, Y
HOLDER, G
P, A
MISIRIOTIS, A
SANWAL, D
ISERN, CAJ
SABBADIN, F
GVARAMADZE, VV
NUCCIARELLI, G
SIMONE, MD
VOURLIDAS, A
BAKER, GA
BANIA, TM
LANE, AP
RUMITZ, M
MCCAULEY, TP
REUCROFT, S
CHAVANIS, P
KUCINSKAS, A
HARDCASTLE, LWLMJ
ZICKGRAF, F
PEREZGONZALEZ, PG
SABBEY, CN
GARCIA, CE
RENGSTORF, AW
WARREN, GD
ZHARYKOV, S
CAPPI, L
GOKHALE, M
MINNICH, R
MARKS, A
DEGOOD, J
MILLER, KA
CHATTERJEE, P
RITZ, S
ARRIGHI, H
DIGEL, S
ENGOVATOV, D
SILVIS, J
WELLS, J
VIVAS, AK
COLLABORATION, TQ
CORBIN, MR
ONEIL, E
EDWARDS, L
NAVE, C
TERASAWA, M
LACHAUME, R
PESTALOZZI, MR
BENZ, AO
CHRISTENSEN, J
DASHEVSKY, I
GONNELLA, AM
GONZALEZLOPEZLIRA, RA
SMITH, TE
TIENGO, A
CUNNINGHAM, SJ
OCONNELL, RD
KUJAT, J
SMARTT, SJ
NAG, N
TAYLOR, AB
CHUDAKOV, AE
PETKOV, VB
PODDUBNY, VY
VOEVODSKY, AV
JOERGENS, V
BAERNBANTNER, O
FIEDLER, H
MOERTSELL, E
SARMA, AP
CHATZICHRISTOU, ET
VILLAMARIZ, MR
GOTTBRATH, C
BAILIN, J
MEAKIN, C
CHARFMAN, JJ
HIGDON, JC
LEVY, A
AUCHERE, F
DEFOREST, CE
ARTZNER, G
FREEDMAN, DL
UCHIDA, K
BRUYN, JDAGD
LOOMIS, K
MCMILLAN, R
REST, A
HECK, D
KIM, YS
PANCINO, E
NORTH, RC
KLEBESADEL, R
TERRELL, J
BARAT, C
VOLP, AW
SZAPUDI, SCI
JENKINS, ISSCA
MATSUMOTO, K
TEAM, I
TEAM, M
INNANEN, K
MIKKOLA, S
ZHAO, HS
IKEDA, M
MAEZAWA, H
ITO, T
SAITO, G
SEKIMOTO, Y
ARIKAWA, Y
ASO, Y
NOGUCHI, T
SHI, S
MIYAZAWA, K
FUJIWARA, H
OHISHI, M
INATANI, J
GOAD, M
CHEN, YQ
SCHUSTER, WJ
ZHAO, G
SPLAVER, EM
CHOU, LL
BRAMEL, DA
POPE, AC
TSCHOEKE, D
HUGHES, J
HABIG, A
LETAWSKY, M
KIM, RSJ
SCHLEGEL, MSVD
MAO, G
CHIBA, S
MOREL, C
PEELE, RHDCAG
ARAYAGOCHEZ, RA
DARLING, J
FOLKNER, WM
BLACKWOOD, GH
VERKHODANOVA, NV
FRIEDMAN, A
HALDERSON, E
KING, JY
PAPENKOVA, M
SHEFLER, T
BRUNTHALER, A
ZHANG, HW
BENONI, T
HOFMANN, S
KERSCHER, TBM
PAPPA, A
MATHLIN, GP
CHURCHES, DK
EDMUNDS, MG
BESKIN, ASGM
PALOMBA, C
ZHELENKOVA, OP
CASSINELLI, J
BJORKMAN, J
LAMERS, H
WEINBERG, N
DWARKADAS, V
NIKOLIC, H
KUNSZT, P
THAKAR, A
SLUTZ, D
BABICHEV, E
DOKUCHAEV, V
MUENCH, AA
ZAGURY, F
PETRIS, MD
CRUSSAIRE, JP
DAMBIER, G
JEGOUDEZ, G
LEBLANC, J
LEPELTIER, JP
LERICHE, B
MAINELLA, G
NARBONNE, J
PONS, R
PUJOL, S
RECOUVREUR, G
SOGLASNOVA, V
VOZZI, B
DUTRA, CM
KAUFER, A
WOLF, B
STAHL, O
LOPES, DF
ARAUJO, FXD
GIZIS, J
HUTCHINGS, J
JOSEPH, C
HAILEY, C
SKINNER, G
WOOSLEY, S
DRIMMEL, R
SMART, RL
YAKOVINA, LA
PORRATA, RA
NEMIROFF, R
SNIDER, S
QU, Y
BRAVOALFARO, H
CORDES, MAMJM
MCLAUGHLIN, MA
ZANOTTI, O
IDA, D
ISHIHARA, H
BURTON, B
JANIUK, A
CARLSTROM, J
HOLZAPFEL, SWL
AL, NME
TRUJILLO, CA
JEWITT, DC
MAY, J
ABLES, JG
PIHLSTROEM, YM
KLIEM, B
SEEHAFER, N
MIRABEL, FI
CHATY, AS
FURUSAWA, H
LEEKS, S
KNEISKE, TM
SHAKED, S
ATKINS, TMCR
WATTERS, WA
MAMPASO, A
PERINOTTO, M
SCHWARZ, HE
FADY, E
MATINEZGONZALEZ, E
VIELVA, P
ARGUESO, JMDF
BROOK, A
PRIALNIK, D
VASCONCELOS, MJ
GEORGOBIANI, D
NIGAM, R
DUNCAN, R
BIANCO, CL
LAZZAROTTO, F
MATTEI, A
VENTURA, G
PERUZZI, A
DHENDECOURT, L
WINN, J
GUENTHER, E
HUELAMO, N
KRUCKER, S
MESSMER, P
TREMONTI, CA
GUZIK, J
COLE, D
KOYAMA, H
INUTSUKA, S
APUNEVYCH, S
PREETHI, PB
KUMAR, B
MARSCHER, JGAP
NAKAJIMA, T
MOTOHARA, K
TAGUCHI, T
HATA, R
YAMASHITA, T
MARRESE, P
ILYANOK, AM
PINDOR, B
LALAKULICH, O
WERF, PVD
KAUTS, V
JAIN, R
VATS, HO
OBSERVATORY, MRDUS
LABORATORY, PR
SCHMIDT, W
KRELOWSKI, J
JAMROSZCZAK, J
MOMANY, Y
FRISCH, U
BEC, J
VILLONE, B
VOL, URPIJG
JORJADZE, G
PIECHOCKI, W
VALLISNERI, M
SINGH, P
SHAPIRO, DMS
JOHN, MV
JOSEPH, KB
MONGAN, TR
GRUPPUSO, A
FABER, JA
CARVALHO, CS
XING, Z
CARLOS, BD
BUETTNER, DJ
BASSETT, B
MOHAPATRA, R
ALEXANDER, SHS
LIOLIOS, TE
SCHULZE, HJ
GAILITIS, A
LIELAUSIS, O
DEMENTEV, S
PLATACIS, E
CIFERSONS, A
GERBETH, G
GUNDRUM, T
STEFANI, F
SCHWARZSCHILD, K
WITT, HED
SLATTERY, WL
BHARGAVI, SG
ARUGA, Y
UNO, S
YAMAOKA, K
KOHMURA, Y
TODINI, P
PAOLINO, A
TAREI, G
TASSONE, G
TEREKHOV, O
KUZNETSOV, A
SANDELL, G
HERNQUIST, LE
BRINKMAN, AC
GUNSING, CJT
MEER, RLJVD
RAASSEN, AJJ
ROOIJEN, JJV
JALALI, MA
RAFIEE, AR
CARVALHO, VEMRRD
KNOP, R
IWAI, J
TANABE, H
GOTO, M
IYE, M
KAROJI, H
OGASAWARA, R
SEKIGUCHI, K
TERADA, T
TEAM, SP
III, BJS
FISCHERA, J
VOELK, H
ARTIN, JMM
ZWEIBEL, EG
SU, KYL
KWOK, S
CAELENBERG, KV
CASWELL, J
CHAKRABARTI, S
BORRIELLO, A
VERRECCHIA, F
CHEN, GX
HUCHRA, PBJP
SHORLIN, SLS
GILL, CD
SLAVIN, JD
SAHAI, R
RAYNER, J
BAIRD, S
KLEINWOLT, M
LEITHERER, THC
DULLEMOND, RTCP
MEIXNER, MM
HARTQUIST, TW
WATTS, P
BURWELL, J
MADORE, DR
HAMILTON, G
KHECHINASHVILI, D
MELIKIDZE, G
NESS, J
SHAPAKIDZE, D
KLIS, VD
FORD, NKEC
BURLEY, G
ROBISHAW, T
BAGGIO, L
VEDOVATO, G
TAFFARELLO, L
ZENDRI, J
BONALDI, M
FALFERI, P
MARTINUCCI, V
MEZZENA, R
PRODI, GA
RODRIGUEZFERNANDEZ, NJ
FLEMING, TP
YAO, Y
SUN, X
PASCUAL, S
PATEL, N
TORRELLES, JM
DEEG, HJ
BLUE, JE
ROTTLER, L
DOYLE, MF
PALEOLOGOU, E
GOODWIN, S
THOMAS, FPP
MATEOS, S
EUCHNER, F
YUSEFZADE, F
MCCALLON, H
KOPAN, G
ZYTKOW, AN
THIERY, S
WESSELIUS, PR
MISHUROV, YN
DEDIKOV, SY
V, BD
ANGUELOV, V
VANKOV, H
KALAS, P
SCHULTZ, A
D, P
HOFFMANN, TL
PAULDRACH, RPKAWA
DESSART, L
WILLIS, DJHAJ
HUCHT, KAVD
MUNARI, HESU
BASSINO, LP
WALDHAUSEN, S
MARTINEZ, RE
BERKLEY, AJ
OZIK, J
SKALSKY, V
PETROV, S
GURDEV, L
CLS, JKA
CLO, I
T, V
GIORDANO, S
ANTONUCCI, E
ROMOLI, M
KOHL, JL
ALOISIO, R
GHIA, PL
GRILLO, AF
FELLHAUER, M
PAESOLD, G
LEHODEY, BT
APARICIO, GPA
DAVIS, D
KELLOGG, E
KIM, DW
KOLODZIEJCZAK, J
VANSPEYBROECK, L
CHORNOCK, R
GEHA, M
ANEZ, N
TO, SMVNTPF
TORRES, G
BUCHHAVE, L
LAIRD, JB
